Date,US GDP,GDP - Personal Consumption,GDP - Goods Consumption,GDP - Durable Goods Consumption,GDP - Non durable Goods,GDP - Service,GDP - Investment,US GDP_growth,GDP - Personal Consumption_growth,GDP - Goods Consumption_growth,GDP - Durable Goods Consumption_growth,GDP - Non durable Goods_growth,GDP - Service_growth,GDP - Investment_growth
2015-06-30,18782.2,12603.1,3886.1,1253.7,2634.0,8719.8,3328.0,0.6173782186874849,0.6863084263420903,1.063248106849843,1.9979718831427837,0.6016544557227866,0.5058761276859323,0.39440656886554953
2015-09-30,18857.4,12691.8,3930.2,1270.1,2661.6,8763.4,3335.3,0.39957969827542755,0.7013300196405058,1.12842311454238,1.2996458388294265,1.0423842401040586,0.49876556220071894,0.21911073854032756
2015-12-31,18892.2,12743.4,3948.6,1278.3,2671.7,8796.5,3315.3,0.1843728667751202,0.40573748810964694,0.4670770536461807,0.6435432663702181,0.37875281998074667,0.37699575969140037,-0.6014513063656233
2016-03-31,19001.7,12839.6,3990.7,1295.3,2696.7,8850.1,3301.1,0.5779310378648695,0.7520654608467378,1.0605568402720953,1.321125836223422,0.931382934338869,0.6074843294064541,-0.4292371018154369
2016-06-30,19062.7,12903.3,4025.5,1306.3,2720.4,8878.6,3287.0,0.3205097267750924,0.49489474777182324,0.8682472647185998,0.8456384956307319,0.8750125054020353,0.32151285261178897,-0.4280451580472502
2016-09-30,19197.9,12993.1,4068.5,1339.8,2729.1,8925.0,3301.1,0.7067351935983947,0.6935354716612879,1.0625254396676618,2.5321635581649677,0.3192956194642112,0.5212440748556502,0.4280451580472503
2016-12-31,19304.4,13060.1,4094.3,1360.8,2733.6,8966.0,3391.7,0.5532151150271046,0.5143333463893923,0.6321381367581538,1.5552413007484784,0.16475373049560998,0.4583318067545051,2.7075524359527394
2017-03-31,19398.3,13160.5,4131.2,1371.7,2759.5,9029.3,3382.7,0.4852384161543989,0.7658138309581737,0.8972159148029804,0.7978084402709439,0.9430082078473832,0.7035199311018753,-0.2657063443253714
2017-06-30,19506.9,13225.7,4175.1,1389.2,2785.8,9050.5,3435.9,0.5582815771091411,0.4941987303934804,1.0570388441594245,1.2677195385557605,0.9485581374375119,0.23451597602038668,1.5604692910814515
2017-09-30,19660.8,13315.4,4226.8,1424.9,2801.8,9088.4,3493.2,0.7858556516290668,0.6759353721133528,1.2306895472958375,2.5373593931824288,0.5726982508082532,0.41788702902405567,1.653932146779758
2017-12-31,19882.4,13460.9,4315.7,1477.8,2838.1,9145.3,3558.9,1.1208112636855176,1.0867926644317027,2.081433059085204,3.6452859552803973,1.2872746418945873,0.6241211021424159,1.863328679558957
2018-03-31,20044.1,13558.4,4355.3,1496.9,2858.9,9203.4,3612.9,0.8099927821272862,0.7217094684324519,0.913395809386364,1.2841807566642918,0.7302121264855723,0.633289488384587,1.5059265599376659
2018-06-30,20150.5,13631.0,4365.7,1505.6,2860.8,9265.6,3612.4,0.5294255871434214,0.5340329138602924,0.23850487168892115,0.5795186909925032,0.06643705333798286,0.6735636489407276,-0.01384025579002331
2018-09-30,20276.2,13693.8,4385.6,1516.4,2870.0,9308.6,3722.2,0.6218682459318332,0.45965650670434577,0.45479035800406353,0.7147614811064773,0.32107237744717815,0.46300865521426304,2.9942519933219485
