window,target,model,variable,coef,std_err,t_stat,p_value,sig
FULL,GDP - Durable Goods Consumption_growth,M4_interaction,oil_pos,-0.011437252320870787,0.026270232066888676,-0.4353692914379101,0.663294396626653,
FULL,GDP - Durable Goods Consumption_growth,M4_interaction,oil_large_shock,3.2125261503193645,3.435318091796231,0.9351466340165387,0.3497127363775765,
FULL,GDP - Durable Goods Consumption_growth,M4_interaction,oil_pos_x_large,-0.023809236608945024,0.08899744179986364,-0.267527202214272,0.7890632728289019,
FULL,GDP - Durable Goods Consumption_growth,M4_interaction,GDP - Durable Goods Consumption_growth_lag1,0.07493660510757219,0.11095548818639193,0.6753753809968162,0.49943730271256137,
FULL,GDP - Durable Goods Consumption_growth,M5_full,const,1.6916299069846101,0.36320248501881147,4.657539462861866,3.200110950841344e-06,***
FULL,GDP - Durable Goods Consumption_growth,M5_full,oil_pos,-0.018570220115216956,0.026310475020133235,-0.7058109023499841,0.48030574120383385,
FULL,GDP - Durable Goods Consumption_growth,M5_full,oil_large_shock,3.903616028350221,3.383799604668059,1.153619151372043,0.24865634317721252,
FULL,GDP - Durable Goods Consumption_growth,M5_full,oil_pos_lag1,-0.04023565213584965,0.01959529870086142,-2.053331911397751,0.04004039794615259,**
FULL,GDP - Durable Goods Consumption_growth,M5_full,oil_pos_lag2,-0.03671991940193323,0.01878948743725172,-1.9542799943085696,0.05066811344521178,*
FULL,GDP - Durable Goods Consumption_growth,M5_full,oil_pos_x_large,-0.03386461885814633,0.08649250060374832,-0.3915324290748826,0.6954037230139523,
FULL,GDP - Durable Goods Consumption_growth,M5_full,GDP - Durable Goods Consumption_growth_lag1,0.07515020227133339,0.1183255864051985,0.6351137108586664,0.5253542554416816,
FULL,GDP - Non durable Goods_growth,M1_baseline,const,0.3608645336040267,0.10720757885390055,3.3660356614880995,0.0007625684910124717,***
FULL,GDP - Non durable Goods_growth,M1_baseline,oil_pos,0.007974360894861768,0.0156248220329524,0.510364910271875,0.6097958353787263,
FULL,GDP - Non durable Goods_growth,M1_baseline,GDP - Non durable Goods_growth_lag1,0.27147810086685964,0.06369177211526798,4.262373173972056,2.0226729774160158e-05,***
FULL,GDP - Non durable Goods_growth,M2_large_shock,const,0.3769789647417186,0.09985773737664685,3.7751602894807874,0.0001599048074637158,***
FULL,GDP - Non durable Goods_growth,M2_large_shock,oil_pos,0.0018781983834610073,0.012803716365045343,0.1466916581023744,0.8833754032437842,
FULL,GDP - Non durable Goods_growth,M2_large_shock,oil_large_shock,0.40977858390680827,0.7277182744215227,0.5631005820659776,0.5733663951695426,
FULL,GDP - Non durable Goods_growth,M2_large_shock,GDP - Non durable Goods_growth_lag1,0.27990968069576116,0.06562325463573396,4.265403815301496,1.9954096522901853e-05,***
FULL,GDP - Non durable Goods_growth,M3_oil_lags,const,0.43007461962045307,0.11924018499190289,3.6067926232222605,0.0003100052198899556,***
FULL,GDP - Non durable Goods_growth,M3_oil_lags,oil_pos,0.007076073304770706,0.015776043289159946,0.44853282759643703,0.6537686999239274,
FULL,GDP - Non durable Goods_growth,M3_oil_lags,oil_pos_lag1,-0.00712888047351204,0.0050412690473593084,-1.4141043468501753,0.15733126704806333,
FULL,GDP - Non durable Goods_growth,M3_oil_lags,oil_pos_lag2,-0.0009663136005618236,0.004908065061099956,-0.19688280178283968,0.8439192524532038,
FULL,GDP - Non durable Goods_growth,M3_oil_lags,GDP - Non durable Goods_growth_lag1,0.2642799201388608,0.06048816796268044,4.369117614901387,1.2474956970230374e-05,***
FULL,GDP - Non durable Goods_growth,M4_interaction,const,0.35194446272516955,0.08889749683203844,3.958991819422407,7.526681455692047e-05,***
FULL,GDP - Non durable Goods_growth,M4_interaction,oil_pos,0.007740839931670926,0.009510815171192821,0.8138986819044756,0.41570299586839354,
FULL,GDP - Non durable Goods_growth,M4_interaction,oil_large_shock,1.1056258022792431,1.0971077067553114,1.0077641378977493,0.31356770601166883,
FULL,GDP - Non durable Goods_growth,M4_interaction,oil_pos_x_large,-0.022568860957999336,0.03054590955478574,-0.738850513438497,0.45999777471603454,
