target_volatility,model,variable,coef,std_err,t_stat,p_value
spx_vol_abs_t1,vol_abs_har_soft_bigshock_t1,spx_vol_abs_month,0.3196756633760282,0.06757737330533908,4.730513302605261,2.2395285035786536e-06
spx_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_pos_lag1,-0.0019402559957292025,0.021568145772760894,-0.08995933244199482,0.928319531756734
spx_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_large_pos_lag1,-0.12052271323621176,0.09733943907246188,-1.238169383187956,0.21565326143857833
spx_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_pos_x_large_lag1,0.007855279598203686,0.033998258442282187,0.23104947012328164,0.8172763699948044
spx_vol_abs_t1,vol_sq_ar1_oil_t1,const,0.5509302269587181,0.02224281453968103,24.768907998394823,1.9397942729532917e-135
spx_vol_abs_t1,vol_sq_ar1_oil_t1,spx_vol_sq_lag1,0.08948037107802581,0.01259639591266724,7.103648670493294,1.215055060832487e-12
spx_vol_abs_t1,vol_sq_ar1_oil_t1,oil_pos_lag1,0.00538949529236972,0.014947967173258683,0.3605503831993498,0.7184355861272136
spx_vol_abs_t1,vol_sq_ar1_oil_t1,oil_pos_ma3_lag1,-0.020221886740562536,0.026209759029284223,-0.7715403532695045,0.44038671330068613
spx_vol_sq_t1,vol_sq_ar1_oil_t1,const,0.5985379701807062,0.06259095104157467,9.562691734515113,1.1473308027133474e-21
spx_vol_sq_t1,vol_sq_ar1_oil_t1,spx_vol_sq_lag1,0.35598712788548975,0.09761992107039659,3.64666477889054,0.0002656661395905733
spx_vol_sq_t1,vol_sq_ar1_oil_t1,oil_pos_lag1,-0.018247937162879046,0.04246784015625936,-0.42968837350183614,0.6674223419670284
spx_vol_sq_t1,vol_sq_ar1_oil_t1,oil_pos_ma3_lag1,-0.0694665857942135,0.07948915604177874,-0.8739127354390644,0.3821657786015805
us10y_vol_abs_t1,vol_abs_ar1_t1,const,0.032860193215335225,0.001239490636443929,26.51104594836665,7.229285209136538e-155
us10y_vol_abs_t1,vol_abs_ar1_t1,us10y_vol_abs_lag1,0.11486212564875885,0.03463179322352531,3.316666997501395,0.0009109812589133745
us10y_vol_abs_t1,vol_abs_har_t1,const,0.012368924876446372,0.0024299501839538705,5.090196892975144,3.5769191061684334e-07
us10y_vol_abs_t1,vol_abs_har_t1,us10y_vol_abs_lag1,0.003178135005467919,0.02806269651013311,0.11325123386914482,0.9098313781506344
us10y_vol_abs_t1,vol_abs_har_t1,us10y_vol_abs_week,0.10190756262489034,0.07418535126482419,1.373688482799042,0.1695384139319428
us10y_vol_abs_t1,vol_abs_har_t1,us10y_vol_abs_month,0.5610174126089404,0.07763879022767392,7.225993745700701,4.974506398354119e-13
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_t1,const,0.01330577338476599,0.0023680179542125146,5.618949535874964,1.9212195621811816e-08
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_t1,us10y_vol_abs_lag1,0.0029492997113028767,0.027958111557121443,0.10548994717605081,0.9159870464735859
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_t1,us10y_vol_abs_week,0.10399013833431764,0.07440287689245452,1.3976628683945913,0.16221432963750015
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_t1,us10y_vol_abs_month,0.57196384025084,0.07783035621808901,7.348852916054193,1.9991502232539399e-13
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_t1,oil_pos_ma3_lag1,-0.0010980228564909768,0.0015032930855352167,-0.7304116988604709,0.46513856950814236
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_t1,oil_pos_ma5_lag1,-0.0010412600025344215,0.0019685257586028486,-0.5289542176341399,0.5968372096167828
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,const,0.011893469357891515,0.0023718919616981526,5.014338574416519,5.321620822704885e-07
